symbol,shortName,exchange,sector,industry,eodprice,regularMarketPrice,pct_1w,pct_1m,rel_volume,revenueGrowth,earningsQuarterlyGrowth,pegRatio,trailingPE,score_raw,score_norm,rank,pct_1w_n,pct_1m_n,rel_volume_n,revenueGrowth_n,earningsQuarterlyGrowth_n,rec_n,insider_n,valuation_n
STNE,StoneCo Ltd.,NMS,Technology,Software - Infrastructure,11.24,10.64,-6.0900,-1.8450,1.5048,0.0430,2.3170,0.0167,3.8691,0.293207,0.135723,149,0.267576,0.201745,0.308026,0.256704,0.049712,0.500000,0.500000,0.999726
RUN,Sunrun Inc.,NMS,Technology,Solar,15.25,14.85,-6.5450,16.9291,0.8287,0.4320,2.3520,3.0700,6.9718,0.291934,0.133425,150,0.258843,0.294801,0.123516,0.373908,0.050244,0.500000,0.500000,0.932447
RELY,"Remitly Global, Inc.",NMS,Technology,Software - Infrastructure,20.07,19.73,-1.3500,-17.0311,0.9602,0.2520,3.3210,0.1238,41.1042,0.291765,0.133119,151,0.358555,0.126474,0.159403,0.319675,0.064989,0.500000,0.500000,0.994464
TSEM,Tower Semiconductor Ltd.,NMS,Technology,Semiconductors,274.71,267.91,-2.7550,24.5745,0.3999,0.1550,0.6200,7.7200,123.4608,0.285584,0.121957,152,0.331587,0.332696,0.006495,0.290449,0.023890,0.500000,0.500000,0.821248
TDY,Teledyne Technologies Incorpora,NYQ,Technology,Scientific & Technical Instruments,618.81,618.02,-2.5297,-3.0678,0.9125,0.0760,0.2030,1.4000,31.3557,0.284005,0.119104,153,0.335912,0.195684,0.146385,0.266647,0.017544,0.500000,0.500000,0.967207
YOU,"Clear Secure, Inc.",NYQ,Technology,Software - Application,56.78,56.08,-1.1283,-0.2668,0.5262,0.1970,0.5270,0.8513,44.8640,0.283419,0.118047,154,0.362810,0.209568,0.040963,0.303103,0.022474,0.500000,0.500000,0.978198
QTWO,"Q2 Holdings, Inc.",NYQ,Technology,Software - Application,48.88,45.42,0.6203,-15.1504,0.5988,0.1410,4.6050,8.3500,40.1947,0.281762,0.115054,155,0.396372,0.135796,0.060776,0.286231,0.084527,0.500000,0.500000,0.813925
PLUS,ePlus inc.,NMS,Technology,Software - Application,84.36,80.39,-9.3175,-6.0755,1.6808,0.2170,0.1490,0.8500,17.0679,0.281704,0.114949,156,0.205628,0.180776,0.356057,0.309129,0.016723,0.500000,0.500000,0.980399
VNT,Vontier Corporation,NYQ,Technology,Scientific & Technical Instruments,28.39,28.47,-1.4538,-18.1661,1.0758,0.0130,0.0730,0.8500,10.0601,0.280938,0.113565,157,0.356562,0.120848,0.190951,0.247665,0.015566,0.500000,0.500000,0.980947
VSAT,"ViaSat, Inc.",NMS,Technology,Communication Equipment,72.61,69.62,-19.6909,9.0881,1.8249,0.0210,,0.2600,,0.279551,0.111062,158,0.006524,0.255936,0.395382,0.250075,0.500000,0.500000,0.500000,0.744658
NATL,NCR Atleos Corporation,NYQ,Technology,Software - Application,44.32,44.08,-2.6287,0.0908,0.7042,0.0650,0.5710,0.3446,19.6786,0.278648,0.109431,159,0.334012,0.211340,0.089540,0.263332,0.023144,0.500000,0.500000,0.991291
YEXT,"Yext, Inc.",NYQ,Technology,Software - Infrastructure,4.21,3.83,-4.7264,-7.0388,1.1231,-0.0140,2.4090,0.1987,47.8750,0.278132,0.108499,160,0.293749,0.176002,0.203859,0.239530,0.051112,0.500000,0.500000,0.992291
PAY,"Paymentus Holdings, Inc.",NYQ,Technology,Software - Infrastructure,22.35,21.11,-9.2043,-26.2404,1.7936,0.3020,0.5120,0.7233,37.0351,0.272601,0.098510,161,0.207801,0.080827,0.386841,0.334739,0.022246,0.500000,0.500000,0.981620
TUYA,Tuya Inc.,NYQ,Technology,Software - Infrastructure,2.09,1.99,-3.8647,-17.0833,0.9799,0.0830,0.4320,0.4606,19.9000,0.268332,0.090800,162,0.310288,0.126215,0.164779,0.268756,0.021029,0.500000,0.500000,0.988727
PI,"Impinj, Inc.",NMS,Technology,Semiconductors,143.26,137.76,-12.1877,-3.7854,0.9318,-0.0000,,,,0.263731,0.082492,163,0.150538,0.192128,0.151652,0.243748,0.500000,0.500000,0.500000,0.500000
TTGT,"TechTarget, Inc.",NMS,Technology,Information Technology Services,4.76,4.16,-7.1429,-29.7297,0.7792,0.0210,,,,0.262209,0.079742,164,0.247367,0.063532,0.110007,0.250075,0.500000,0.500000,0.500000,0.500000
PAGS,PagSeguro Digital Ltd.,NYQ,Technology,Software - Infrastructure,9.22,8.77,-6.0021,-10.0513,0.9981,0.0150,0.0390,1.5508,6.0483,0.260121,0.075972,165,0.269263,0.161070,0.169746,0.248268,0.015049,0.500000,0.500000,0.965874
OLED,Universal Display Corporation,NMS,Technology,Electronic Components,93.79,90.84,-3.5157,-5.9238,0.6575,-0.1450,-0.4430,1.0000,20.2316,0.257035,0.070399,166,0.316987,0.181528,0.076795,0.200060,0.007715,0.500000,0.500000,0.976859
UPBD,"Upbound Group, Inc.",NMS,Technology,Software - Application,18.61,17.89,-7.8785,-3.1926,0.9789,0.0370,0.4440,1.3900,12.4236,0.256873,0.070106,167,0.233248,0.195066,0.164506,0.254896,0.021212,0.500000,0.500000,0.968906
TSAT,Telesat Corporation,NMS,Technology,Communication Equipment,50.14,46.79,-20.0308,-3.7639,1.8942,-0.2540,,,,0.251813,0.060967,168,0.000000,0.192234,0.414295,0.167219,0.500000,0.500000,0.500000,0.500000
UI,Ubiquiti Inc.,NYQ,Technology,Communication Equipment,588.57,576.13,-3.1731,-42.5474,0.8936,0.1870,0.2960,1.1000,37.0264,0.248889,0.055687,169,0.323562,0.000000,0.141228,0.300090,0.018960,0.500000,0.500000,0.973350
TASK,"TaskUs, Inc.",NMS,Technology,Information Technology Services,6.47,5.86,-7.1315,-8.5803,0.7161,0.1030,0.1510,0.3434,5.1858,0.247970,0.054027,170,0.247586,0.168361,0.092787,0.274782,0.016753,0.500000,0.500000,0.992451
YALA,Yalla Group Limited,NYQ,Technology,Software - Application,5.65,5.53,-6.9024,-17.5857,0.9794,-0.0580,-0.2200,0.5900,7.0000,0.245393,0.049373,171,0.251983,0.123725,0.164643,0.226273,0.011108,0.500000,0.500000,0.986895
OSIS,"OSI Systems, Inc.",NMS,Technology,Electronic Components,212.01,213.48,-3.4726,-24.5307,0.5250,0.0200,-0.0220,1.5500,24.3977,0.241476,0.042300,172,0.317814,0.089301,0.040635,0.249774,0.014121,0.500000,0.500000,0.964457
MSTR,Strategy Inc,NMS,Technology,Software - Application,136.08,126.545,-16.5458,-31.1480,1.1504,0.1190,,2.8500,,0.234782,0.030211,173,0.066890,0.056502,0.211309,0.279602,0.500000,0.500000,0.500000,0.687793
WSE,Wise Group plc,NMS,Technology,Information Technology Services,11.54,10.72,-14.0337,-30.3896,1.5568,0.0920,-0.1390,4.4000,21.4400,0.222283,0.007638,174,0.115107,0.060261,0.322217,0.271467,0.012340,0.500000,0.500000,0.902115
PAYP,PayPay Corporation - American D,NMS,Technology,Software - Infrastructure,18.7,17.05,-13.5834,-19.4995,0.9859,0.2910,0.3950,1.8100,15.2232,0.220777,0.004919,175,0.123750,0.114239,0.166417,0.331425,0.020466,0.500000,0.500000,0.959466
WIT,Wipro Limited,NYQ,Technology,Information Technology Services,2.21,2.13,-12.3457,7.0352,0.3761,0.0770,-0.0190,1.3800,16.3846,0.218053,0.000000,176,0.147506,0.245761,0.000000,0.266948,0.014166,0.500000,0.500000,0.968816
