symbol,shortName,exchange,sector,industry,eodprice,regularMarketPrice,pct_1w,pct_1m,rel_volume,revenueGrowth,earningsQuarterlyGrowth,pegRatio,trailingPE,score_raw,score_norm,rank,pct_1w_n,pct_1m_n,rel_volume_n,revenueGrowth_n,earningsQuarterlyGrowth_n,rec_n,insider_n,valuation_n,kept,dropped_due_to
RXRX,"Recursion Pharmaceuticals, Inc.",NMS,Healthcare,Biotechnology,3.8,3.2999,-13.0607,-2.2255,1.1633,-0.561,,,,0.321544,0.314736,63,0.193689,0.133789,0.709653,0.014843,0.5,0.5,0.5,0.5,True,
RMD,ResMed Inc.,NYQ,Healthcare,Medical Instruments & Supplies,194.32,196.35,5.3797,-5.2077,0.522,0.108,0.092,1.07,18.9277,0.321211,0.313829,64,0.531241,0.121015,0.304254,0.039669,0.005839,0.5,0.5,0.989956,True,
VTRS,Viatris Inc.,NMS,Healthcare,Drug Manufacturers - Specialty & Generic,15.9,16.015,1.2966,3.9472,0.2218,0.081,,0.15,,0.320935,0.313077,65,0.4565,0.160229,0.114483,0.038667,0.5,0.5,0.5,0.74872,True,
MDGL,"Madrigal Pharmaceuticals, Inc.",NMS,Healthcare,Biotechnology,492.83,489.245,1.6655,-2.632,0.2775,1.268,,,,0.320859,0.312869,66,0.463253,0.132048,0.149693,0.082715,0.5,0.5,0.5,0.5,True,
OMCL,"Omnicell, Inc.",NMS,Healthcare,Health Information Services,43.6,43.63,1.2048,0.2755,0.205,0.149,,15.4,99.2727,0.320753,0.312579,67,0.45482,0.144502,0.103862,0.04119,0.5,0.5,0.5,0.895683,True,
SGRY,"Surgery Partners, Inc.",NMS,Healthcare,Medical Care Facilities,13.68,13.7,3.593,-3.9621,0.2398,0.045,,,,0.320692,0.312414,68,0.498536,0.126351,0.125861,0.037331,0.5,0.5,0.5,0.5,True,
MASI,Masimo Corporation,NMS,Healthcare,Medical Devices,178.9,178.9,0.1764,0.182,0.2325,0.085,,4.83,44.2834,0.31979,0.309955,69,0.435995,0.144101,0.121247,0.038815,0.5,0.5,0.5,0.964271,True,
SNY,Sanofi,NMS,Healthcare,Drug Manufacturers - General,44.38,44.98,4.702,3.7362,0.4714,0.06,-0.138,3.69,19.5565,0.31907,0.307993,70,0.518836,0.159325,0.272268,0.037888,0.004554,0.5,0.5,0.975842,True,
RPRX,Royalty Pharma plc,NMS,Healthcare,Biotechnology,55.02,55.15,-0.0362,9.841,0.6437,0.11,0.231,2.06,29.0316,0.316456,0.300869,71,0.432103,0.185475,0.381187,0.039743,0.006615,0.5,0.5,0.982433,True,
KYTX,"Kyverna Therapeutics, Inc.",NMS,Healthcare,Biotechnology,7.95,7.71,-6.2044,-16.2866,0.2366,,,,,0.316191,0.300146,72,0.319194,0.07356,0.123838,0.5,0.5,0.5,0.5,0.5,True,
MANE,"Veradermics, Incorporated",NYQ,Healthcare,Biotechnology,101.23,96.5,-4.9355,-15.9408,0.1604,,,,,0.315736,0.298906,73,0.342421,0.075041,0.075668,0.5,0.5,0.5,0.5,0.5,True,
REGN,"Regeneron Pharmaceuticals, Inc.",NMS,Healthcare,Biotechnology,628.73,639.0,6.4845,-8.7865,0.43,0.19,-0.101,1.05,15.6269,0.315673,0.298736,74,0.551465,0.105686,0.246096,0.042712,0.00476,0.5,0.5,0.990796,True,
NEOG,Neogen Corporation,NMS,Healthcare,Medical Devices,9.12,8.985,0.8408,-2.9666,0.2474,-0.044,,0.66,,0.315058,0.297058,75,0.448157,0.130615,0.130666,0.034028,0.5,0.5,0.5,0.746,True,
ROIV,Roivant Sciences Ltd.,NMS,Healthcare,Biotechnology,29.53,29.175,0.2063,2.9308,0.3385,-0.667,,,,0.314837,0.296456,76,0.436542,0.155876,0.188255,0.01091,0.5,0.5,0.5,0.5,True,
VOR,Vor Biopharma Inc.,NMS,Healthcare,Biotechnology,14.32,13.395,-8.0645,-13.692,0.2874,,,,,0.313475,0.292743,77,0.285145,0.084674,0.155952,0.5,0.5,0.5,0.5,0.5,True,
VRTX,Vertex Pharmaceuticals Incorpor,NMS,Healthcare,Biotechnology,441.74,452.6345,3.2778,6.6948,0.4551,0.078,0.596,1.6,26.9026,0.313282,0.292218,78,0.492766,0.171998,0.261963,0.038556,0.008655,0.5,0.5,0.985359,True,
NTRA,"Natera, Inc.",NMS,Healthcare,Diagnostics & Research,222.1,216.95,-0.7267,5.0539,0.2908,0.388,,,,0.311867,0.288361,79,0.419463,0.16497,0.158101,0.050059,0.5,0.5,0.5,0.5,True,
PHG,Koninklijke Philips N.V. NY Reg,NYQ,Healthcare,Medical Devices,25.99,26.2,0.4793,2.9342,0.6229,-0.047,0.987,0.32,22.5905,0.311845,0.288303,80,0.441539,0.15589,0.368038,0.033917,0.01084,0.5,0.5,0.993144,True,
PACS,"PACS Group, Inc.",NYQ,Healthcare,Medical Care Facilities,37.47,37.63,5.8948,15.4802,0.211,0.112,1.834,1.09,24.2806,0.311264,0.28672,81,0.54067,0.20963,0.107655,0.039817,0.015572,0.5,0.5,0.988661,True,
TARS,"Tarsus Pharmaceuticals, Inc.",NMS,Healthcare,Biotechnology,60.34,60.4,2.4945,-7.1341,0.1747,1.069,,,,0.311003,0.286008,82,0.478428,0.112764,0.084708,0.07533,0.5,0.5,0.5,0.5,True,
QURE,uniQure N.V.,NMS,Healthcare,Biotechnology,27.99,27.205,-3.7208,28.4026,0.2103,1.273,,,,0.31083,0.285537,83,0.364656,0.264981,0.107213,0.0829,0.5,0.5,0.5,0.5,True,
WAT,Waters Corporation,NYQ,Healthcare,Diagnostics & Research,376.47,365.62,-3.3637,6.62,0.2257,0.914,,1.65,46.4346,0.31015,0.283684,84,0.371193,0.171678,0.116948,0.069578,0.5,0.5,0.5,0.980755,True,
SANA,"Sana Biotechnology, Inc.",NMS,Healthcare,Biotechnology,2.96,2.745,-14.486,-21.3467,0.6558,,,,,0.309593,0.282163,85,0.167599,0.051886,0.388836,0.5,0.5,0.5,0.5,0.5,True,
MCK,McKesson Corporation,NYQ,Healthcare,Medical Distribution,756.95,779.72,6.1008,-2.559,0.3238,0.06,0.335,1.44,20.314,0.308009,0.277848,86,0.544441,0.132361,0.178962,0.037888,0.007197,0.5,0.5,0.987675,True,
ZVRA,"Zevra Therapeutics, Inc.",NMS,Healthcare,Biotechnology,11.17,10.638,-7.4151,0.2639,0.4843,0.775,,10.67,5.2925,0.307218,0.27569,87,0.297032,0.144452,0.280422,0.06442,0.5,0.5,0.5,0.941778,True,
ZBH,"Zimmer Biomet Holdings, Inc.",NYQ,Healthcare,Medical Devices,86.69,87.64,5.727,5.6379,0.251,0.093,0.308,0.6,22.7215,0.30576,0.271719,88,0.537599,0.167471,0.132941,0.039112,0.007046,0.5,0.5,0.991621,True,
MLYS,"Mineralys Therapeutics, Inc.",NMS,Healthcare,Biotechnology,25.05,23.76,-23.6419,-18.8695,1.0862,,,,,0.305386,0.2707,89,0.0,0.062496,0.660914,0.5,0.5,0.5,0.5,0.5,True,
TSHA,"Taysha Gene Therapies, Inc.",NMS,Healthcare,Biotechnology,5.89,5.615,-6.0301,-19.1643,0.1361,,,,,0.305336,0.270562,90,0.322384,0.061234,0.060307,0.5,0.5,0.5,0.5,0.5,True,
STE,STERIS plc (Ireland),NYQ,Healthcare,Medical Devices,212.24,212.44,0.6491,-0.2489,0.57,0.073,0.512,1.43,26.7557,0.305309,0.270489,91,0.444647,0.142256,0.334598,0.03837,0.008186,0.5,0.5,0.986298,True,
PBYI,Puma Biotechnology Inc,NMS,Healthcare,Biotechnology,7.01,7.08,-0.5618,-3.6735,0.2116,-0.026,,,14.75,0.304041,0.267034,92,0.422482,0.127587,0.108035,0.034696,0.5,0.5,0.5,0.747071,True,
XRAY,DENTSPLY SIRONA Inc.,NMS,Healthcare,Medical Instruments & Supplies,9.88,9.915,-0.9481,-12.7089,0.3023,0.001,,0.7,,0.303777,0.266314,93,0.415411,0.088885,0.165371,0.035698,0.5,0.5,0.5,0.745786,True,
PRGO,Perrigo Company plc,NYQ,Healthcare,Drug Manufacturers - Specialty & Generic,10.67,10.645,-0.9758,-6.0814,0.2533,-0.072,,1.14,,0.303703,0.266113,94,0.414904,0.117273,0.134395,0.032989,0.5,0.5,0.5,0.743439,True,
SNDX,"Syndax Pharmaceuticals, Inc.",NMS,Healthcare,Biotechnology,18.02,17.545,-6.8966,-12.6866,0.5875,2.236,,,,0.302928,0.264001,95,0.306523,0.08898,0.34566,0.118636,0.5,0.5,0.5,0.5,True,
SDGR,"Schrodinger, Inc.",NMS,Healthcare,Health Information Services,15.85,14.64,-7.4684,13.5975,0.5078,-0.016,,,,0.302677,0.263317,96,0.296056,0.201565,0.295278,0.035068,0.5,0.5,0.5,0.5,True,
PFE,"Pfizer, Inc.",NYQ,Healthcare,Drug Manufacturers - General,25.69,26.09,1.8143,0.2864,0.4818,0.054,-0.094,13.77,19.9198,0.300978,0.258686,97,0.465976,0.144549,0.278842,0.037665,0.0048,0.5,0.5,0.921996,True,
TEM,"Tempus AI, Inc.",NMS,Healthcare,Health Information Services,52.26,47.5,-10.0758,-12.1879,0.8217,0.361,,,,0.300876,0.258408,98,0.248328,0.091116,0.49371,0.049057,0.5,0.5,0.5,0.5,True,
NVAX,"Novavax, Inc.",NMS,Healthcare,Biotechnology,10.19,9.61,-8.706,18.4568,0.471,-0.791,,1.32,,0.300414,0.25715,99,0.273402,0.22238,0.272015,0.006308,0.5,0.5,0.5,0.742479,True,
VREX,Varex Imaging Corporation,NMS,Healthcare,Medical Devices,10.46,9.92,-1.0967,-13.9636,0.2895,0.015,,4.98,,0.300212,0.256597,100,0.412691,0.08351,0.157279,0.036218,0.5,0.5,0.5,0.722957,True,
MMSI,"Merit Medical Systems, Inc.",NMS,Healthcare,Medical Instruments & Supplies,63.04,64.175,3.5455,6.3038,0.3007,0.075,0.36,1.29,27.694,0.299611,0.254959,101,0.497666,0.170323,0.164359,0.038444,0.007336,0.5,0.5,0.986837,True,
PACB,Pacific Biosciences of Californ,NMS,Healthcare,Medical Devices,1.63,1.459,-7.9114,-7.9114,0.6728,0.001,,,,0.299545,0.254779,102,0.287947,0.109434,0.399583,0.035698,0.5,0.5,0.5,0.5,True,
MD,"Pediatrix Medical Group, Inc.",NYQ,Healthcare,Medical Care Facilities,22.37,22.83,5.5967,9.6015,0.1605,0.039,0.426,0.24,11.0825,0.299528,0.254732,103,0.535213,0.184449,0.075732,0.037109,0.007705,0.5,0.5,0.996126,True,
NRC,NRC Health,NMS,Healthcare,Health Information Services,19.75,19.535,-3.5309,4.2423,0.6953,0.037,-0.443,1.32,47.6463,0.298413,0.251695,104,0.368132,0.161493,0.413806,0.037034,0.00285,0.5,0.5,0.982247,True,
PGNY,"Progyny, Inc.",NMS,Healthcare,Healthcare Plans,25.48,25.73,-1.7557,35.6164,0.3225,0.014,0.609,0.5489,33.4286,0.297055,0.247994,105,0.400627,0.295881,0.17814,0.036181,0.008728,0.5,0.5,0.989516,True,
SYK,Stryker Corporation,NYQ,Healthcare,Medical Devices,301.21,306.325,2.4628,3.9238,0.3391,0.026,0.139,1.4,35.5133,0.295456,0.243636,106,0.477847,0.160129,0.188634,0.036626,0.006101,0.5,0.5,0.984514,True,
PTCT,"PTC Therapeutics, Inc.",NMS,Healthcare,Biotechnology,70.64,71.76,-2.7642,10.3321,0.2189,-0.768,,,,0.293528,0.23838,107,0.382167,0.187578,0.112649,0.007162,0.5,0.5,0.5,0.5,True,
ZYME,Zymeworks Inc.,NMS,Healthcare,Biotechnology,25.1,24.455,-0.3464,-8.3396,0.2458,-0.911,,,,0.293438,0.238135,108,0.426425,0.1076,0.129654,0.001855,0.5,0.5,0.5,0.5,True,
TBRG,"TruBridge, Inc.",NMS,Healthcare,Health Information Services,26.05,26.04,0.3274,1.1456,0.4446,-0.011,0.102,0.32,89.8103,0.291999,0.234214,109,0.438759,0.148229,0.255326,0.035253,0.005895,0.5,0.5,0.978219,True,
STOK,"Stoke Therapeutics, Inc.",NMS,Healthcare,Biotechnology,30.12,30.2141,-0.8398,-8.331,0.2504,-0.961,,,,0.291129,0.231843,110,0.417393,0.107637,0.132562,0.0,0.5,0.5,0.5,0.5,True,
QGEN,Qiagen N.V.,NYQ,Healthcare,Diagnostics & Research,37.56,36.68,1.382,7.8824,0.254,0.018,-0.25,0.92,18.7143,0.284835,0.21469,111,0.458063,0.177085,0.134838,0.036329,0.003928,0.5,0.5,0.990804,True,
LH,Labcorp Holdings Inc.,NYQ,Healthcare,Diagnostics & Research,260.97,264.68,3.0404,3.2151,0.1953,0.058,0.305,1.09,23.423,0.2846,0.214049,112,0.48842,0.157093,0.097731,0.037814,0.007029,0.5,0.5,0.988852,True,
OPCH,"Option Care Health, Inc.",NMS,Healthcare,Medical Care Facilities,20.07,20.735,1.3441,-2.6526,0.3313,0.013,-0.03,1.15,16.1992,0.283929,0.212219,113,0.457369,0.13196,0.183703,0.036144,0.005157,0.5,0.5,0.990136,True,
ORIC,"Oric Pharmaceuticals, Inc.",NMS,Healthcare,Biotechnology,8.02,7.86,-12.5278,-17.9206,0.2409,,,,,0.282929,0.209494,114,0.203444,0.066561,0.126557,0.5,0.5,0.5,0.5,0.5,True,
MOH,Molina Healthcare Inc,NYQ,Healthcare,Healthcare Plans,192.81,190.82,4.0873,-0.7441,0.1566,-0.043,-0.953,1.72,51.2742,0.281805,0.20643,115,0.507584,0.140135,0.073266,0.034066,0.0,0.5,0.5,0.979308,True,
